Name,Start price,Price,CMGR[$] 3mo,Cum. ROI,Avg. Mkt. Cap,Mkt. Cap,24h Vol,Age (mo),Winning months,Avg. volume,ATH,% fm. ATH,ATH (BTC),% fm. ATH (BTC)
Wagerr,0.0566,0.0950,- 20.84,21.83,N/A,17.35 MM,37.21 K,12795,19,17.00,0.9285,-89.77,0.00006523,-81.62
Aergo,0.1813,0.1666,- 23.24,- 68.62,N/A,17.32 MM,3.40 MM,464358,2,0.00,0.1666,0.00,0.00002905,-27.57
DAPS Token,0.0002,0.0003,- 24.58,- 63.60,N/A,17.26 MM,250.56 K,11849,4,17.00,0.0004,-16.72,0.00000006,-33.25
WhiteCoin,0.0027,0.0689,- 23.23,1015.14,N/A,17.24 MM,399.88 K,147491,58,33.00,0.2824,-75.60,0.00002126,-59.08
BitKan,0.0093,0.0043,- 27.55,- 87.00,N/A,17.16 MM,2.47 MM,243385,6,0.00,0.0080,-45.69,0.00000122,-54.97
CWV Chain,0.0062,0.0053,- 34.56,- 55.58,N/A,17.10 MM,839.86 K,352709,3,0.00,0.0111,-52.33,0.00000271,-75.24
Scroll,0.0936,0.0882,- 17.38,- 57.40,N/A,16.97 MM,687.68 K,225288,7,17.00,0.3724,-76.32,0.00004551,-75.55
FLO,0.0038,0.1116,12.95,1763.29,N/A,16.85 MM,158.66 K,92972,62,42.00,0.3291,-66.10,0.00004943,-71.49
SmartMesh,0.0284,0.0118,- 23.57,- 72.59,N/A,16.72 MM,1.02 MM,184681,14,25.00,0.2327,-94.92,0.00001449,-89.72
Gifto,0.2855,0.0276,- 29.15,- 91.61,N/A,16.69 MM,15.98 MM,6851034,14,33.00,0.9003,-96.93,0.00006628,-94.73
Viacoin,0.1022,0.7174,- 27.36,179.55,N/A,16.60 MM,874.67 K,310365,55,17.00,7.05,-89.82,0.0007,-86.34
Matrix AI Network,1.09,0.1106,- 33.63,- 93.70,N/A,16.58 MM,1.26 MM,556533,12,17.00,1.72,-93.56,0.0002,-92.41
Ether Zero,0.4557,0.1015,- 24.23,- 79.55,N/A,16.42 MM,261.86 K,658755,8,25.00,0.4151,-75.54,0.00006179,-79.25
Everex,1.62,0.7179,- 20.02,- 83.90,N/A,16.22 MM,3.40 MM,1349456,16,42.00,5.94,-87.91,0.0005,-81.51
XYO,0.0075,0.0019,1.89,- 60.71,N/A,16.14 MM,76.03 K,30895,9,17.00,0.0061,-68.32,0.00000170,-85.31
Credo,0.0431,0.0293,- 2.47,- 5.16,N/A,16.10 MM,152.70,1450,17,42.00,0.2033,-85.59,0.00003525,-89.50
Achain,0.2377,0.0181,- 36.96,- 97.30,N/A,16.09 MM,3.50 MM,231541,17,17.00,1.37,-98.68,0.00009582,-97.62
Raiden Network Token,0.9200,0.3166,- 26.32,- 77.74,N/A,16.02 MM,1.08 MM,806399,15,33.00,8.04,-96.06,0.0006,-92.94
BitCapitalVendor,0.0093,0.0193,48.72,50.22,N/A,15.90 MM,96.00 K,85383,6,25.00,0.0193,0.00,0.00000482,-49.38
Ripio Credit Network,0.0635,0.0317,- 33.91,- 83.30,N/A,15.85 MM,2.07 MM,470292,15,33.00,0.4899,-93.54,0.00003354,-88.08
GoChain,0.0228,0.0221,- 34.64,- 20.42,N/A,15.83 MM,2.83 MM,920964,8,25.00,0.1165,-80.99,0.00001737,-83.88
Ignis,2.09,0.0207,- 26.26,- 99.30,N/A,15.73 MM,929.39 K,185036,14,25.00,17.71,-99.88,0.0013,-99.80
TTC Protocol,0.0499,0.0838,- 35.57,- 58.38,N/A,15.63 MM,5.94 MM,237237,6,17.00,0.0838,0.00,0.00001293,-18.19
Everipedia,0.0528,0.0034,- 37.99,- 95.87,N/A,15.53 MM,883.66 K,85286,7,8.00,0.0565,-93.90,0.00000745,-94.23
NAV Coin,0.0042,0.2347,- 26.91,3400.30,N/A,15.28 MM,2.18 MM,271786,56,8.00,4.60,-94.90,0.0004,-91.76
PLATINCOIN,4.91,21.81,55.02,239.85,N/A,15.27 MM,1.97 MM,3106624,4,17.00,21.81,0.00,0.0051,-46.12
Everus,3.03,0.0332,32.07,- 98.46,N/A,15.17 MM,2.61 K,35686,16,33.00,6.03,-99.45,0.0008,-99.47
Own,0.0833,0.1900,23.66,136.86,N/A,15.01 MM,1.86 MM,1271485,9,42.00,0.2379,-20.14,0.00006861,-65.05
Bitcoiin,0.0230,0.2906,- 24.15,2228.70,N/A,14.88 MM,693.51 K,655395,1,0.00,1.29,-77.41,0.0004,-90.15
PressOne,0.7096,0.0516,- 14.51,- 95.87,N/A,14.69 MM,212.85 K,12963,12,25.00,1.18,-95.64,0.0001,-94.39
OneRoot Network,0.1369,0.0517,1.12,- 46.75,N/A,14.67 MM,2.62 MM,552614,13,33.00,0.1512,-65.83,0.00003798,-82.83
Quantstamp,0.0682,0.0236,- 30.30,- 79.75,N/A,14.59 MM,747.51 K,374280,15,33.00,0.8074,-97.07,0.00005035,-94.08
Noah Coin,0.0375,0.0004,- 39.45,- 99.50,N/A,14.59 MM,410.48 K,119187,11,17.00,0.0126,-96.46,0.00000166,-96.39
VITE,0.1058,0.0348,- 23.43,- 85.11,N/A,14.47 MM,698.97 K,375100,7,8.00,0.1027,-66.06,0.00001353,-67.49
CyberVein,0.0550,0.0136,- 34.12,- 90.78,N/A,14.37 MM,244.57 K,66015,10,25.00,0.0939,-85.57,0.00001281,-86.65
SmartCash,0.0166,0.0101,- 20.68,- 45.73,N/A,14.35 MM,202.51 K,187420,19,17.00,2.80,-99.64,0.0002,-99.34
HYCON,0.0470,0.0077,- 36.03,- 80.91,N/A,14.32 MM,2.40 MM,2145749,6,8.00,0.0541,-85.87,0.00000883,-89.01
Request Network,0.0585,0.0196,- 26.36,- 66.94,N/A,14.32 MM,103.44 K,312895,16,33.00,1.07,-98.17,0.00006559,-91.34
Genesis Vision,2.01,3.22,- 30.33,70.67,N/A,14.24 MM,2.87 MM,1769651,15,42.00,42.73,-92.48,0.0042,-90.38
ost,0.4105,0.0228,- 28.51,- 95.54,N/A,14.22 MM,1.94 MM,640697,14,42.00,1.27,-98.21,0.00008768,-96.72
Time New Bank,0.0339,0.0054,- 34.91,- 92.07,N/A,14.11 MM,3.79 MM,479044,14,25.00,0.2929,-98.16,0.00001929,-96.47
PayPie,0.3297,0.1705,- 17.18,- 70.78,N/A,14.07 MM,19.01 K,3810,16,25.00,3.69,-95.37,0.0003,-91.87
OpenAnx,0.3919,0.2079,- 24.89,- 69.40,N/A,14.06 MM,2.45 MM,2936625,18,42.00,2.72,-92.35,0.0006,-95.88
BitGuild PLAT,0.0004,0.0022,- 20.78,79.57,N/A,13.99 MM,0.2000,292565,2,8.00,0.0022,0.00,0.00000029,-3.87
Endor Protocol,0.2507,0.0187,- 26.20,- 88.76,N/A,13.90 MM,4.22 MM,1968607,8,25.00,0.1700,-89.02,0.00002793,-91.55
Streamr DATAcoin,0.0725,0.0201,- 25.67,- 76.38,N/A,13.60 MM,1.41 MM,853407,15,42.00,0.3592,-94.41,0.00002228,-88.60
SaluS,0.0250,13.43,- 23.94,34522.30,N/A,13.59 MM,704.08,38087,36,25.00,120.08,-88.82,0.0111,-84.74
Ruff,0.2079,0.0139,- 28.00,- 95.60,N/A,13.58 MM,1.58 MM,271270,12,25.00,0.1690,-91.80,0.00001886,-90.72
Vitae,0.1613,0.8715,- 32.10,234.17,N/A,13.56 MM,53.25 K,17367,6,17.00,3.74,-76.68,0.0006,-81.54
Moss Coin,0.0689,0.0525,- 18.02,- 49.13,N/A,13.56 MM,707.81 K,56036,7,8.00,0.0974,-46.11,0.00001455,-54.43
Metronome,2.39,1.47,- 29.24,- 72.36,N/A,13.49 MM,348.37 K,226594,7,17.00,7.50,-80.37,0.0011,-83.68
SafeInsure,5.35,5.35,- 7.82,- 43.40,N/A,13.49 MM,1.94 MM,152919,4,8.00,5.99,-10.67,0.0011,-38.89
Tripio,0.0194,0.0038,- 34.35,- 92.00,N/A,13.03 MM,5.36 MM,310536,9,8.00,0.0595,-93.66,0.00000798,-93.99
Ethos,0.0687,0.1314,- 26.71,104.26,N/A,12.83 MM,1.53 MM,2524008,19,25.00,10.41,-98.74,0.0007,-97.49
ZClassic,5.27,1.94,- 36.37,- 85.73,N/A,12.77 MM,238.11 K,33018,27,25.00,235.32,-99.18,0.0189,-98.71
Nucleus Vision,0.0417,0.0022,- 31.18,- 95.94,N/A,12.76 MM,1.08 MM,476601,11,25.00,0.0502,-95.61,0.00000568,-95.07
MediShares,0.0313,0.0119,- 26.65,- 79.09,N/A,12.72 MM,512.05 K,261501,14,33.00,0.2578,-95.38,0.00002711,-94.47
Blocknet,0.0793,2.19,- 22.18,2299.83,N/A,12.71 MM,14.29 K,38523,51,17.00,56.22,-96.10,0.0068,-95.95
Bluzelle,0.4216,0.0612,- 36.04,- 91.21,N/A,12.64 MM,3.95 MM,503033,12,17.00,0.7588,-91.93,0.00008066,-90.42
PumaPay,0.0012,0.0006,- 26.00,- 53.55,N/A,12.53 MM,1.00 MM,293785,6,8.00,0.0058,-90.43,0.00000091,-92.31
BridgeCoin,0.2024,0.4608,- 32.15,98.39,N/A,12.44 MM,4.82 K,6697,16,33.00,9.49,-95.14,0.0007,-91.38
Egretia,0.0091,0.0035,- 34.06,- 96.15,N/A,12.44 MM,1.53 MM,943444,7,8.00,0.0114,-69.07,0.00000174,-74.19
SIRIN LABS Token,0.7426,0.0253,- 44.96,- 96.37,N/A,12.42 MM,1.57 MM,903692,13,25.00,3.62,-99.30,0.0003,-99.01
BLOCKv,0.0186,0.0053,- 18.76,- 71.31,N/A,12.40 MM,35.38 K,43048,14,17.00,0.3105,-98.29,0.00001937,-96.54
Humanscape,0.0003,0.0003,- 20.68,- 30.88,N/A,12.25 MM,188.79 K,16344,3,8.00,0.0007,-52.32,0.00000020,-80.05
Cube,0.0214,0.0018,- 0.44,- 89.63,N/A,12.23 MM,190.93 K,366936,11,33.00,0.0201,-91.01,0.00000235,-90.20
Numeraire,35.05,9.03,- 11.11,- 90.28,N/A,12.19 MM,100.15 K,21289,19,25.00,48.22,-81.26,0.0181,-93.71
IHT Real Estate Protocol,0.1377,0.0185,- 21.80,- 92.01,N/A,12.17 MM,1.14 MM,216398,11,25.00,0.2301,-91.96,0.00002611,-91.08
Crypterium,2.04,0.1430,- 22.41,- 93.65,N/A,12.01 MM,141.83 K,223929,12,42.00,1.52,-90.59,0.0002,-88.99
Asch,0.0199,0.1282,- 26.74,168.51,N/A,11.97 MM,3.39 MM,2373470,22,25.00,1.62,-92.11,0.0005,-96.47
B2BX,1.58,0.7111,- 28.82,- 87.17,N/A,11.80 MM,163.67 K,573300,15,42.00,1.77,-59.72,0.0002,-47.65
Envion,0.9555,0.1038,22.26,- 92.40,N/A,11.56 MM,2.98 K,4358,12,25.00,0.9158,-88.66,0.0001,-88.04
DATA,0.0201,0.0013,- 36.88,- 96.72,N/A,11.55 MM,2.19 MM,253289,12,42.00,0.0404,-96.68,0.00000363,-95.32
DigitalNote,0.00004165,0.0017,- 31.05,2139.06,N/A,11.50 MM,855.35 K,131058,55,25.00,0.0970,-98.29,0.00000575,-96.34
Stakenet,0.3307,0.1370,- 27.23,- 78.06,N/A,11.50 MM,71.76 K,86381,10,33.00,2.69,-94.90,0.0004,-95.65
ParkinGo,0.6385,0.8857,- 5.85,- 21.24,N/A,11.48 MM,614.30 K,3274,5,17.00,0.8857,0.00,0.0002,-41.67
Credits,0.2806,0.0711,- 30.55,- 79.89,N/A,11.37 MM,2.68 MM,1234277,11,17.00,0.9010,-92.11,0.0001,-91.18
SwftCoin,0.0709,0.0031,- 25.80,- 98.66,N/A,11.37 MM,9.08 MM,1128730,13,25.00,0.0472,-93.39,0.00000408,-90.44
Selfkey,0.0707,0.0039,- 29.61,- 96.29,N/A,11.33 MM,3.03 MM,548306,13,33.00,0.0432,-90.86,0.00000676,-92.61
DxChain Token,0.0007,0.0003,- 9.55,- 72.72,N/A,11.29 MM,195.22 K,162630,6,17.00,0.0006,-48.07,0.00000009,-54.68
THEKEY,0.0277,0.0022,- 26.90,- 91.07,N/A,11.28 MM,282.51 K,156671,12,25.00,0.0404,-94.48,0.00000425,-93.42
VIBE,0.0145,0.0432,- 19.63,139.31,N/A,11.24 MM,2.11 MM,2229143,16,33.00,2.42,-98.22,0.0002,-96.71
DeepBrain Chain,0.0756,0.0035,- 42.06,- 98.05,N/A,11.21 MM,644.83 K,319628,13,8.00,0.6393,-99.45,0.00004377,-98.99
Red Pulse,0.0606,0.0135,- 34.86,- 86.94,N/A,11.21 MM,2.07 MM,2272511,15,33.00,0.7729,-98.25,0.00005131,-96.67
Bit-Z Token,0.2864,0.0991,- 14.88,- 77.40,N/A,11.17 MM,11.84 MM,38040530,7,8.00,0.2683,-63.05,0.00003628,-65.52
Boolberry,1.11,0.8928,- 17.56,- 44.35,N/A,11.15 MM,10.01 K,7733,55,50.00,4.23,-78.89,0.0013,-91.50
Fiii,0.0403,0.0231,N/A,- 52.08,N/A,11.14 MM,2.31 MM,428010,1,0.00,0.0313,-26.31,0.00000858,-66.09
Propy,0.8239,0.1953,- 37.85,- 86.89,N/A,11.13 MM,2.06 MM,503655,17,17.00,5.19,-96.24,0.0003,-92.84
Scry.info,0.1569,0.0252,- 31.83,- 88.56,N/A,11.11 MM,1.03 MM,477117,13,33.00,0.4715,-94.65,0.00006168,-94.83
bitCNY,0.1641,0.1447,2.55,- 5.62,N/A,11.08 MM,557.11 MM,28116940,52,50.00,0.4919,-70.58,0.0012,-98.42
United Traders Token,1.63,0.2928,- 14.98,- 86.71,N/A,10.95 MM,4.55 K,412,13,42.00,1.61,-81.76,0.0001,-72.77
IoT Chain,0.8191,0.1529,- 24.36,- 88.30,N/A,10.92 MM,3.22 MM,617120,14,25.00,9.15,-98.33,0.0006,-96.82
EvenCoin,0.0256,0.4923,108.75,1543.12,N/A,10.76 MM,1.06 MM,485088,5,25.00,0.8730,-43.61,0.0002,-71.48
Emercoin,0.0015,0.2446,- 36.50,17966.10,N/A,10.73 MM,143.28 K,85654,53,25.00,10.01,-97.56,0.0013,-97.65
Pepe Cash,0.0001,0.0152,- 25.24,2452.97,N/A,10.67 MM,47.66 K,1703,28,8.00,0.1275,-88.07,0.00001037,-81.48
Ubiq,0.0290,0.2503,- 32.06,467.58,N/A,10.66 MM,23.72 K,9894,53,8.00,6.77,-96.31,0.0009,-96.56
FOAM,0.0534,0.0376,10.09,- 54.22,N/A,10.66 MM,115.39 K,140330,2,0.00,0.0403,-6.61,0.00001162,-59.12
Peercoin,0.3870,0.4105,- 19.35,31.83,N/A,10.41 MM,193.90 K,198685,69,25.00,9.60,-95.72,0.0086,-99.39
DMarket,0.8566,0.2066,- 21.71,- 75.99,N/A,10.38 MM,1.91 MM,403883,12,42.00,1.26,-83.59,0.0002,-83.82
Spectrecoin,0.0106,0.4614,- 8.95,1335.18,N/A,10.36 MM,13.42 K,3998,25,33.00,5.51,-91.63,0.0004,-85.48
Insolar,4.93,0.3181,- 21.01,- 94.81,N/A,10.34 MM,1.19 MM,795331,13,25.00,7.22,-95.59,0.0006,-93.52
AdEx,0.2088,0.1405,- 25.50,- 56.09,N/A,10.32 MM,1.34 MM,723302,19,33.00,3.27,-95.70,0.0005,-96.15
ZIP,0.0023,0.0006,- 33.72,- 82.87,N/A,10.32 MM,6.13 MM,1048794,8,17.00,0.0083,-92.29,0.00000128,-93.77
smARTOFGIVING,0.1080,0.1772,- 2.32,13.43,N/A,10.30 MM,10.47 K,15460,5,17.00,0.1772,0.00,0.00003862,-42.07
Edgeless,0.0425,0.0872,2.22,244.32,N/A,10.21 MM,230.13 K,182674,22,25.00,2.87,-96.96,0.0004,-97.04
Electra,15.54,0.0004,- 17.68,- 100.00,N/A,10.20 MM,76.44 K,36270,20,25.00,37.97,-100.00,0.0152,-100.00
Tokenomy,0.4204,0.0505,- 28.92,- 85.39,N/A,10.09 MM,350.96 K,561707,11,42.00,0.3772,-86.62,0.00005454,-88.32
Agrello,0.4010,0.1172,5.89,- 73.11,N/A,10.08 MM,2.37 MM,6213402,17,33.00,1.72,-93.17,0.0001,-88.24
Content Value Network,0.0206,0.0229,35.07,- 33.50,N/A,10.03 MM,1.82 MM,903374,1,0.00,0.0254,-9.76,0.00000680,-57.47
OriginTrail,0.1417,0.0350,- 22.04,- 86.66,N/A,10.00 MM,37.81 K,8190,12,33.00,0.3917,-91.05,0.00003946,-88.80
Kcash,0.2974,0.0223,- 33.01,- 98.57,N/A,9.95 MM,7.39 MM,230112,13,25.00,0.2312,-90.34,0.00002352,-88.01
SALT,6.91,0.1228,- 32.38,- 97.02,N/A,9.86 MM,1.01 MM,791405,16,17.00,17.68,-99.31,0.0012,-98.69
district0x,0.0187,0.0164,- 28.51,- 44.92,N/A,9.82 MM,2.05 MM,520643,18,33.00,0.4009,-95.92,0.00005887,-96.48
Gulden,0.0004,0.0230,- 12.17,4426.81,N/A,9.81 MM,35.64 K,28612,58,17.00,0.4563,-94.97,0.0001,-97.31
Melon,40.69,8.27,- 17.30,- 82.04,N/A,9.81 MM,97.08 K,20903,23,33.00,256.37,-96.78,0.0498,-97.91
EthLend,0.0152,0.0088,- 28.81,- 53.20,N/A,9.81 MM,2.15 MM,418914,14,33.00,0.4397,-98.00,0.00002706,-95.90
Medibloc,0.0206,0.0033,- 22.60,- 90.67,N/A,9.81 MM,24.26 K,5655,13,25.00,0.2875,-98.85,0.00002080,-97.98
Bezant,0.1876,0.0165,- 28.97,- 87.91,N/A,9.77 MM,491.78 K,769109,9,25.00,0.1786,-90.75,0.00002182,-90.42
LockTrip,0.6933,0.6518,- 25.60,34.32,N/A,9.75 MM,96.32 K,130322,14,33.00,4.04,-83.87,0.0004,-78.86
APIS,0.0037,0.0020,- 22.51,- 55.91,N/A,9.69 MM,54.90 K,1507374,8,42.00,0.0146,-86.37,0.00000221,-88.70
Substratum,0.0483,0.0252,- 28.54,- 15.03,N/A,9.66 MM,44.57 K,250006,16,17.00,2.88,-99.12,0.0002,-98.40
Pillar,0.0666,0.0371,- 34.72,- 51.52,N/A,9.63 MM,32.67 K,17228,18,33.00,1.81,-97.95,0.0002,-97.69
SONM,0.4167,0.0268,- 36.27,- 95.73,N/A,9.63 MM,578.28 K,220486,20,25.00,0.7053,-96.20,0.00005054,-93.31
NIX,0.4472,0.2219,- 35.02,- 67.39,N/A,9.60 MM,93.29 K,22987,6,25.00,0.7764,-71.42,0.0001,-73.71
RChain,0.1869,0.0255,- 37.64,- 85.77,N/A,9.53 MM,259.86 K,168160,16,17.00,2.86,-99.11,0.0002,-98.70
BitBay,0.0010,0.0094,- 29.07,541.08,N/A,9.47 MM,49.53 K,25095,51,25.00,0.3444,-97.28,0.00002303,-94.88
Cashbery Coin,2.22,0.1433,- 46.40,- 96.47,N/A,9.45 MM,56.49 K,129266,5,8.00,2.08,-93.10,0.0003,-94.50
SingularDTV,0.0193,0.0157,- 24.90,- 41.53,N/A,9.41 MM,800.95 K,592164,28,42.00,0.4129,-96.20,0.0001,-98.20
BOX Token,0.3045,0.0941,- 46.31,- 84.78,N/A,9.37 MM,267.15 K,3266166,4,0.00,0.3238,-70.92,0.00004984,-76.14
All Sports,0.2060,0.0062,- 33.52,- 98.33,N/A,9.37 MM,1.21 MM,295477,12,17.00,0.3006,-97.92,0.00003035,-97.40
Game.com,0.1433,0.0121,- 0.04,- 88.67,N/A,9.22 MM,6.49 MM,2233143,13,25.00,0.4524,-97.33,0.00005118,-97.01
Lympo,0.0174,0.0111,- 32.40,- 64.80,N/A,9.21 MM,599.60 K,469826,11,33.00,0.1377,-91.91,0.00001835,-92.32
QLC Chain,0.3356,0.0383,- 26.95,- 93.45,N/A,9.19 MM,2.81 MM,833876,13,42.00,1.14,-96.64,0.00007709,-93.72
Beam,0.5752,0.4866,- 27.86,152.31,N/A,9.14 MM,8.22 MM,3510924,1,0.00,3.18,-84.71,0.0009,-93.10
Linda,0.00004083,0.0007,- 36.97,690.78,N/A,9.10 MM,156.60 K,9028,19,33.00,0.0123,-94.23,0.00000093,-90.30
Steem Dollars,0.9578,1.02,- 4.47,- 9.97,N/A,9.06 MM,1.07 MM,115704,31,33.00,22.12,-95.40,0.0123,-98.96
TaaS,0.8199,1.11,- 13.03,- 67.09,N/A,9.05 MM,29.92 K,597,22,17.00,11.57,-90.40,0.0012,-88.63
BitNewChain,0.0574,0.0501,- 19.24,- 64.73,N/A,9.00 MM,0.00,13074,5,8.00,0.0943,-46.86,0.00001430,-55.81
Synthetix Network Token,0.4541,0.0992,- 32.56,- 91.25,N/A,9.00 MM,116.97 K,33379,11,17.00,0.7716,-87.15,0.00009353,-86.61
Elite,0.00007958,0.0003,- 31.00,- 79.25,N/A,8.91 MM,1.82 K,1642,39,25.00,0.0011,-69.62,0.00000032,-87.49
Ecobit,0.0367,0.0198,- 25.52,- 86.19,N/A,8.78 MM,745.31,13,19,42.00,0.1463,-86.50,0.00001470,-83.06
Presearch,0.1043,0.0564,- 22.38,- 74.82,N/A,8.74 MM,120.68 K,22603,14,17.00,0.8060,-93.00,0.00005223,-86.37
Tierion,0.2052,0.0200,- 24.42,- 93.36,N/A,8.56 MM,1.03 MM,1529040,17,33.00,0.3819,-94.77,0.00003720,-93.23
ZrCoin,75.56,2.11,- 5.34,- 97.87,N/A,8.53 MM,101.42 K,23110,20,67.00,6.48,-67.39,0.0025,-89.43
LBRY Credits,0.6462,0.0362,- 23.87,- 96.68,N/A,8.42 MM,82.15 K,47887,31,17.00,1.85,-98.05,0.0028,-99.84
PRIZM,1.17,0.1601,25.99,- 87.95,N/A,8.41 MM,39.04 K,9630,21,42.00,2.51,-93.62,0.0006,-96.79
GameCredits,0.00001446,0.1177,- 18.27,571239.41,N/A,8.22 MM,120.43 K,96438,53,17.00,6.61,-98.22,0.0019,-99.22
Viberate,0.2854,0.0440,- 24.24,- 92.12,N/A,8.18 MM,2.78 MM,944543,16,25.00,0.7066,-93.78,0.00004985,-88.87
Refereum,0.0219,0.0022,- 31.52,- 91.67,N/A,8.15 MM,3.27 MM,830028,11,25.00,0.0195,-88.83,0.00000202,-86.61
DAOstack,1.22,0.1972,- 2.87,- 91.59,N/A,8.14 MM,47.51 K,14810,9,17.00,0.8999,-78.08,0.0001,-77.25
BitTube,0.3264,0.0556,- 34.45,- 93.38,N/A,8.13 MM,145.23 K,25693,11,25.00,0.4125,-86.53,0.00004264,-83.56
LEOcoin,0.3204,0.0670,- 8.03,- 73.52,N/A,8.11 MM,1.93 MM,1314350,42,25.00,2.15,-96.88,0.0030,-99.72
SDChain,0.0040,0.0054,- 18.84,9.66,N/A,8.05 MM,89.06 K,38277,0,0.00,0.0054,0.00,0.00000134,-49.21
Aeron,0.4836,0.4109,- 28.22,- 46.71,N/A,8.01 MM,2.85 MM,2095290,15,42.00,9.34,-95.60,0.0006,-90.93
CPChain,0.3266,0.0210,- 25.01,- 95.78,N/A,7.93 MM,2.89 MM,327077,12,17.00,0.3453,-93.91,0.00004250,-93.74
Monetha,0.2262,0.0225,- 27.51,- 93.13,N/A,7.70 MM,1.64 MM,857865,17,42.00,0.5932,-96.20,0.00005999,-95.27
Primalbase Token,5344.50,6102.87,- 16.24,- 46.72,N/A,7.63 MM,15.02 K,545,18,42.00,10776.50,-43.37,2.56,-69.90
CoinUs,0.0519,0.0224,- 15.69,- 35.26,N/A,7.61 MM,309.85 K,231827,1,0.00,0.0679,-67.03,0.00001897,-85.08
Pascal Coin,0.0024,0.2885,- 29.20,7417.66,N/A,7.58 MM,97.34 K,74891,26,25.00,5.63,-94.88,0.0014,-97.31
AppCoins,2.45,0.0757,- 27.92,- 98.32,N/A,7.57 MM,1.01 MM,435050,13,33.00,2.41,-96.86,0.0002,-94.39
Primecoin,0.2634,0.2735,- 27.44,- 52.04,N/A,7.55 MM,33.62 K,56233,67,25.00,7.27,-96.24,0.0141,-99.75
Jibrel Network,0.4282,0.0441,- 28.34,- 92.35,N/A,7.50 MM,247.51 K,47267,12,25.00,0.6201,-92.89,0.00006894,-91.92
Safe Exchange Coin,0.0002,0.0048,- 21.90,2153.59,N/A,7.45 MM,3.61 K,3338,36,17.00,0.1094,-95.59,0.00000801,-82.53
Incent,0.0954,0.1618,- 33.98,- 59.08,N/A,7.44 MM,19.01 K,324,26,25.00,1.03,-84.31,0.0002,-88.56
Loki,0.7456,0.2049,- 34.04,- 79.83,N/A,7.44 MM,37.30 K,7324,9,17.00,0.8259,-75.19,0.0001,-76.48
DEX,0.0700,0.0388,- 46.51,- 16.27,N/A,7.44 MM,2.93 MM,1135225,3,17.00,0.7055,-94.50,0.0001,-96.39
POA Network,0.6363,0.0307,- 35.12,- 96.00,N/A,7.43 MM,900.41 K,467294,11,17.00,0.8821,-96.52,0.00009420,-95.88
AurumCoin,0.1575,24.49,- 16.03,3282.43,N/A,7.31 MM,601.84,458,52,33.00,1787.66,-98.63,0.2530,-98.78
Internet Node Token,0.4998,0.0258,- 25.38,- 97.44,N/A,7.30 MM,1.77 MM,541570,13,17.00,0.8026,-96.78,0.00007224,-95.49
Hydrogen,0.0011,0.0017,- 32.53,37.05,N/A,7.22 MM,406.60 K,398887,9,33.00,0.0148,-88.69,0.00000178,-88.22
Waves Community Token,0.3871,0.7246,36.89,64.57,N/A,7.22 MM,35.39 K,45725,24,33.00,5.25,-86.20,0.0014,-93.64
Restart Energy,0.0643,0.0159,- 4.82,- 74.55,N/A,7.21 MM,29.10 K,30386,12,33.00,0.0900,-82.30,0.00002463,-91.84
Legolas Exchange,0.2759,0.0551,- 27.83,- 87.20,N/A,7.21 MM,8.28 K,16739,11,25.00,0.3283,-83.21,0.00003931,-82.29
Aeon,0.0094,0.4547,- 24.92,2640.29,N/A,7.20 MM,15.16 K,3783,42,25.00,8.99,-94.94,0.0007,-91.40
